Date,League,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,HomeTeamLP,AwayTeamLP,HTFormPts,ATFormPts,HTEloRatings,ATEloRatings,numbers,Avg_HST,Avg_AST
2017-09-12,Spanish La Liga,La Coruna,Leganes,1,0,H,4,0,18,17,4,3,1644.896851,1641.9552,12710,5,3.6
2017-08-20,Spanish La Liga,La Coruna,Real Madrid,0,3,A,6,8,18,3,5,15,1654.023926,2085.278564,12595,4.8,4
2017-08-03,Spanish La Liga,La Coruna,Betis,1,1,D,5,3,16,15,4,4,1650.409424,1643.164429,12524,5,4.6
2017-07-05,Spanish La Liga,La Coruna,Espanol,1,2,A,5,3,16,8,4,7,1650.436523,1722.775024,12491,4.8,4.6
2017-05-20,Spanish La Liga,La Coruna,Las Palmas,3,0,H,5,4,16,14,2,1,1637.417603,1641.46167,12389,4,4.6
2017-05-04,Spanish La Liga,La Coruna,Granada,0,0,D,3,2,16,20,7,3,1641.328979,1566.495117,12286,3.4,4.2
2017-04-26,Spanish La Liga,La Coruna,Real Madrid,2,6,A,7,11,16,1,4,10,1645.193359,2046.017212,12187,3.6,4.6
2017-04-15,Spanish La Liga,La Coruna,Malaga,2,0,H,4,3,16,11,4,7,1636.212891,1684.699341,12091,2.6,3.2
2017-04-11,Spanish La Liga,La Coruna,Ath Madrid,0,1,A,1,3,18,2,7,9,1638.262817,1956.701538,12075,2.4,2.8
2017-03-19,Spanish La Liga,La Coruna,Celta,0,1,A,2,2,16,13,8,5,1662.137695,1754.042847,11978,3,2.8
2017-02-18,Spanish La Liga,La Coruna,Alaves,0,1,A,4,4,16,9,3,5,1647.463867,1641.785522,11835,3.2,3.8
2017-02-03,Spanish La Liga,La Coruna,Ath Madrid,1,1,D,2,4,16,3,1,10,1665.638184,1934.046875,11773,3,3.4
2017-01-14,Spanish La Liga,La Coruna,Villarreal,0,0,D,3,1,16,5,7,8,1670.204834,1777.655273,11636,3.6,3.8
2016-12-18,Spanish La Liga,La Coruna,Osasuna,2,0,H,4,3,16,19,4,0,1661.187012,1569.056152,11516,3.8,4.2
2016-11-19,Spanish La Liga,La Coruna,Sevilla,2,3,A,3,7,16,4,5,10,1659.486328,1830.537231,11332,4,4
2016-11-09,Spanish La Liga,La Coruna,Ath Bilbao,0,1,A,3,2,16,7,7,7,1659.486328,1789.362915,11289,4.6,3.8
2016-11-04,Spanish La Liga,La Coruna,Las Palmas,1,3,A,5,6,15,11,5,12,1658.107666,1700.240967,11284,4.4,4.4
2016-10-31,Spanish La Liga,La Coruna,Valencia,1,1,D,4,3,16,12,3,9,1670.605835,1725.138184,11275,5.4,3.8
2016-09-22,Spanish La Liga,La Coruna,Leganes,1,2,A,5,2,16,17,5,4,1687.18811,1647.422363,10982,6,3.6
2016-08-19,Spanish La Liga,La Coruna,Eibar,2,1,H,6,6,16,10,4,2,1690.821411,1661.62207,10763,6,5.2
2016-05-14,Spanish La Liga,La Coruna,Real Madrid,0,2,A,2,5,15,2,5,15,1694.07959,2071.713379,10550,6,4.2
2016-05-12,Spanish La Liga,La Coruna,Sociedad,5,1,H,10,3,16,6,2,13,1694.07959,1746.538452,10540,6.4,4
2016-05-03,Spanish La Liga,La Coruna,Malaga,3,3,D,7,2,15,8,2,5,1676.740845,1749.848511,10510,4.8,4
2016-04-20,Spanish La Liga,La Coruna,Barcelona,0,8,A,5,10,15,1,5,4,1693.942017,2039.079346,10402,5.6,4
2016-03-19,Spanish La Liga,La Coruna,Levante,2,1,H,6,1,15,20,1,7,1689.054321,1652.305298,10266,5,2.6
2016-03-01,Spanish La Liga,La Coruna,Villarreal,1,2,A,4,4,15,4,9,12,1694.918823,1844.058472,10177,5,2.8
2016-02-28,Spanish La Liga,La Coruna,Granada,0,1,A,2,3,15,16,4,3,1706.840576,1623.210938,10159,5.2,3
2016-02-13,Spanish La Liga,La Coruna,Betis,2,2,D,11,2,15,10,4,5,1705.321533,1670.052856,10067,5.8,3
2016-01-24,Spanish La Liga,La Coruna,Valencia,1,1,D,2,3,15,12,5,3,1708.133911,1779.680298,9896,4.2,2.8
2016-01-10,Spanish La Liga,La Coruna,Sp Gijon,2,1,H,6,2,16,18,2,4,1705.745361,1638.383179,9811,4.2,3
2016-01-05,Spanish La Liga,La Coruna,Getafe,0,2,A,5,5,15,19,3,4,1708.656128,1661.229004,9781,3.6,3.2
2016-01-02,Spanish La Liga,La Coruna,Vallecano,2,2,D,5,3,15,18,3,5,1716.863037,1639.921997,9762,3.2,2.6
2015-12-19,Spanish La Liga,La Coruna,Eibar,2,0,H,3,1,15,14,9,5,1709.17688,1664.932861,9691,3.2,2.6
2015-11-21,Spanish La Liga,La Coruna,Celta,2,0,H,2,4,15,6,4,7,1680.780396,1787.172485,9513,4.4,3.2
2015-10-30,Spanish La Liga,La Coruna,Ath Madrid,1,1,D,3,3,15,3,8,10,1682.486938,1945.529419,9415,5,2.8
2015-10-18,Spanish La Liga,La Coruna,Ath Bilbao,2,2,D,3,2,15,5,10,7,1689.648438,1774.319946,9339,4.8,3.6
2015-09-27,Spanish La Liga,La Coruna,Espanol,3,0,H,5,3,15,13,8,9,1682.033447,1748.667603,9242,5.2,4.4
2015-09-20,Spanish La Liga,La Coruna,Sp Gijon,2,3,A,9,4,15,17,9,5,1680.707153,1699.703979,9156,5.2,4.2
2015-08-22,Spanish La Liga,La Coruna,Sociedad,0,0,D,5,2,15,9,6,7,1661.149658,1749.17395,8992,4,3.6
2015-08-04,Spanish La Liga,La Coruna,Cordoba,1,1,D,2,7,16,20,2,0,1660.02771,1546.46228,8903,3.8,3.6
2015-07-03,Spanish La Liga,La Coruna,Sevilla,3,4,A,5,6,16,5,7,4,1659.839111,1915.507935,8831,3.8,4.2
2015-06-02,Spanish La Liga,La Coruna,Eibar,2,0,H,5,2,16,18,8,7,1657.821045,1618.204834,8763,3,3.4
2015-05-17,Spanish La Liga,La Coruna,Levante,2,0,H,3,1,16,14,3,8,1637.496338,1692.705688,8682,2.8,3.8
2015-05-12,Spanish La Liga,La Coruna,Sevilla,1,1,D,4,2,15,7,8,9,1640.52063,1902.508911,8641,3,4.6
2015-04-18,Spanish La Liga,La Coruna,Ath Madrid,1,2,A,2,10,16,3,3,11,1635.47522,1957.227905,8500,2.8,4.6
2015-03-22,Spanish La Liga,La Coruna,Espanol,0,0,D,1,2,16,10,1,7,1637.292236,1706.9646,8392,3.8,3
2015-03-01,Spanish La Liga,La Coruna,Ath Bilbao,1,0,H,4,4,16,7,4,7,1645.273926,1738.716309,8259,4,3.8
2015-02-21,Spanish La Liga,La Coruna,Celta,0,2,A,4,5,16,8,7,7,1655.155396,1733.783936,8208,3.8,3.8
2015-02-05,Spanish La Liga,La Coruna,Villarreal,1,1,D,3,2,16,6,3,3,1643.184814,1816.908569,8129,3.8,3.8
2015-01-25,Spanish La Liga,La Coruna,Granada,2,2,D,7,2,16,17,7,2,1634.231323,1632.400269,8077,3.6,4.2
2015-01-18,Spanish La Liga,La Coruna,Barcelona,0,4,A,2,6,16,1,7,10,1638.30542,2010.528198,8050,3.2,4
2014-12-15,Spanish La Liga,La Coruna,Elche,1,0,H,3,4,16,13,2,5,1622.667603,1633.614502,7864,3,4
2014-11-22,Spanish La Liga,La Coruna,Sociedad,0,0,D,4,5,16,12,5,4,1626.809692,1731.394043,7695,3.4,5.8
2014-10-31,Spanish La Liga,La Coruna,Getafe,1,2,A,2,4,16,15,4,7,1640.007813,1684.348389,7629,3.6,5.2
2014-10-19,Spanish La Liga,La Coruna,Valencia,3,0,H,5,1,16,4,3,13,1615.468506,1835.566162,7553,4.4,5
2014-09-28,Spanish La Liga,La Coruna,Almeria,0,1,A,1,6,16,19,4,5,1634.546753,1676.957886,7478,3.6,5.6
2014-09-20,Spanish La Liga,La Coruna,Real Madrid,2,8,A,5,13,16,2,4,6,1642.724731,2037.936523,7373,4.6,5
2014-08-31,Spanish La Liga,La Coruna,Vallecano,2,2,D,5,2,16,11,3,4,1636.603027,1697.934204,7246,4.6,2.8
2014-06-12,Spanish La Liga,La Coruna,Malaga,0,1,A,6,3,16,9,3,9,1646.080322,1752.086182,7028,4.4,3
2013-09-02,Spanish La Liga,La Coruna,Granada,0,3,A,1,4,19,15,4,7,1676.944458,1678.440063,5487,4,3
2013-06-04,Spanish La Liga,La Coruna,Zaragoza,3,2,H,6,3,19,20,7,3,1665.9198,1631.001709,5255,4.4,2.2
2013-05-19,Spanish La Liga,La Coruna,Espanol,2,0,H,5,2,19,13,6,5,1669.136353,1714.818604,5188,4.8,1.8
2013-05-01,Spanish La Liga,La Coruna,Malaga,1,0,H,4,3,19,6,2,12,1675.859985,1774.318848,5106,4.8,3
2013-04-21,Spanish La Liga,La Coruna,Ath Bilbao,1,1,D,4,3,19,12,12,6,1684.874878,1678.678711,5045,4.8,3
2013-04-05,Spanish La Liga,La Coruna,Ath Madrid,0,0,D,3,0,19,3,11,8,1656.860718,1839.260498,4926,5.4,4.8
2013-03-15,Spanish La Liga,La Coruna,Celta,3,1,H,8,1,19,17,1,3,1636.4021,1659.513672,4823,5.8,6
2013-02-23,Spanish La Liga,La Coruna,Real Madrid,1,2,A,5,8,19,2,0,12,1633.082397,2012.969238,4720,4.8,6.6
2013-02-03,Spanish La Liga,La Coruna,Vallecano,0,0,D,4,3,19,8,0,6,1666.056885,1699.653198,4629,4.6,5.6
2013-01-26,Spanish La Liga,La Coruna,Valencia,2,3,A,7,12,19,5,5,9,1680.699463,1795.12915,4564,5.4,6.2
2013-01-06,Spanish La Liga,La Coruna,Sociedad,0,1,A,5,6,19,4,5,8,1682.854248,1727.419434,4429,4.8,5.2
2012-12-17,Spanish La Liga,La Coruna,Valladolid,0,0,D,3,4,19,14,1,7,1683.885742,1719.762085,4349,4.4,4.2
2012-11-18,Spanish La Liga,La Coruna,Levante,0,2,A,4,3,19,11,4,10,1713.20813,1736.934082,4186,4.4,4.4
2012-10-20,Spanish La Liga,La Coruna,Barcelona,4,5,A,8,6,19,1,2,13,1730.520752,2094.704346,3976,5,5.2
2012-09-24,Spanish La Liga,La Coruna,Sevilla,0,2,A,4,7,19,9,6,9,1750.905151,1773.90686,3828,4.4,4.8
2012-08-20,Spanish La Liga,La Coruna,Osasuna,2,0,H,3,1,19,16,5,8,1736.542236,1740.507324,3650,4.2,3.8
2012-04-11,Spanish La Liga,La Coruna,Mallorca,1,0,H,3,5,19,18,1,3,1730.092163,1716.150757,3224,3.8,4.6
2012-02-12,Spanish La Liga,La Coruna,Betis,2,3,A,7,7,19,7,5,9,1680.146973,1656.470459,2876,3.8,4
2012-01-09,Spanish La Liga,La Coruna,Getafe,1,1,D,5,4,19,10,8,5,1658.662964,1668.479858,2650,3.6,3.8
2011-10-05,Spanish La Liga,La Coruna,Ath Bilbao,2,1,H,3,2,18,6,5,9,1655.212891,1716.248901,2098,3.2,4
2011-08-01,Spanish La Liga,La Coruna,Barcelona,0,4,A,1,5,18,1,7,15,1666.318604,2068.751709,1796,3.4,4.6
2011-07-03,Spanish La Liga,La Coruna,Sociedad,2,1,H,3,2,18,15,6,7,1666.481812,1633.065308,1759,3.8,4.8
2011-05-21,Spanish La Liga,La Coruna,Valencia,0,2,A,6,6,18,3,5,5,1674.161743,1804.660034,1634,4.2,4.8
2011-04-30,Spanish La Liga,La Coruna,Ath Madrid,0,1,A,3,5,18,7,7,10,1662.051392,1748.16394,1478,3.2,5.4
2011-04-17,Spanish La Liga,La Coruna,Santander,2,0,H,4,5,18,12,7,7,1662.929199,1679.687134,1405,3.2,4.8
2011-03-20,Spanish La Liga,La Coruna,Levante,0,1,A,3,6,18,14,6,8,1653.095825,1636.30249,1331,3.4,5
2011-03-04,Spanish La Liga,La Coruna,Mallorca,2,1,H,5,2,18,17,5,7,1648.885132,1702.907959,1253,4,4.4
2011-02-26,Spanish La Liga,La Coruna,Real Madrid,0,0,D,1,9,18,2,5,12,1640.159912,1967.735474,1200,3.6,4.8
2011-02-13,Spanish La Liga,La Coruna,Villarreal,1,0,H,3,2,18,4,1,9,1628.722046,1775.38147,1116,4.2,3.8
2011-01-29,Spanish La Liga,La Coruna,Sevilla,3,3,D,5,6,18,5,4,9,1638.170288,1714.192749,1008,5.6,3.8
2010-12-18,Spanish La Liga,La Coruna,Sp Gijon,1,1,D,6,3,18,10,7,1,1644.731567,1589.93689,794,6,3.8
2010-11-21,Spanish La Liga,La Coruna,Malaga,3,0,H,3,4,18,11,8,3,1634.649292,1630.919067,683,7,3.6
2010-10-31,Spanish La Liga,La Coruna,Espanol,3,0,H,4,4,18,8,1,9,1611.989624,1687.127686,530,6.8,3.4
2010-10-17,Spanish La Liga,La Coruna,Osasuna,0,0,D,10,2,18,9,2,4,1622.188965,1645.64209,427,6.8,2.8
2010-09-26,Spanish La Liga,La Coruna,Almeria,0,2,A,7,6,18,20,3,2,1642.612793,1632.991333,378,5.4,3.2
2010-09-20,Spanish La Liga,La Coruna,Getafe,2,2,D,11,2,18,16,5,10,1646.93811,1735.893555,306,4.8,2.2
2010-08-29,Spanish La Liga,La Coruna,Zaragoza,0,0,D,2,3,18,13,3,7,1649.869141,1681.525269,234,3,2.8
2010-06-12,Spanish La Liga,La Coruna,Hercules,1,0,H,4,1,18,19,10,6,1654.273315,1629.174194,119,4,3.4
2018-11-03,Spanish La Liga,Las Palmas,Villarreal,0,2,A,3,4,19,5,3,4,1560.363525,1733.504639,16102,4,3.8
2018-06-05,Spanish La Liga,Las Palmas,Getafe,0,1,A,4,1,19,8,1,10,1539.754883,1719.92627,15293,3.6,4.4
2018-06-01,Spanish La Liga,Las Palmas,Eibar,1,2,A,2,5,19,9,5,13,1539.754883,1723.672485,15280,2.8,6.4
2018-05-19,Spanish La Liga,Las Palmas,Girona,1,2,A,7,6,19,10,1,4,1544.671021,1652.937988,15250,3,6.8
2018-05-02,Spanish La Liga,Las Palmas,Malaga,1,0,H,4,3,19,20,3,2,1549.942871,1603.113159,15115,2.2,6.8
2018-04-22,Spanish La Liga,Las Palmas,Alaves,0,4,A,1,7,19,14,1,7,1555.839478,1666.450195,15000,2.6,7.8
2018-04-14,Spanish La Liga,Las Palmas,Sociedad,0,1,A,0,11,19,12,1,7,1565.084717,1701.713501,14858,2.6,7.2
2018-03-31,Spanish La Liga,Las Palmas,Real Madrid,0,3,A,3,7,19,3,3,12,1573.956543,2007.011719,14692,3.6,5.6
2018-02-17,Spanish La Liga,Las Palmas,Sevilla,1,2,A,3,6,19,7,7,7,1578.042847,1747.582031,14328,4.4,4.8
2018-01-20,Spanish La Liga,Las Palmas,Valencia,2,1,H,6,8,19,4,1,9,1552.606323,1777.672241,14035,4.8,4.8
2018-01-03,Spanish La Liga,Las Palmas,Barcelona,1,1,D,1,4,19,1,5,11,1569.909302,2044.015503,13844,4.6,4.2
2017-12-17,Spanish La Liga,Las Palmas,Espanol,2,2,D,5,3,19,11,4,3,1574.7854,1678.994263,13727,6.6,4.8
2017-12-02,Spanish La Liga,Las Palmas,Sevilla,0,1,A,7,3,14,4,7,10,1581.823486,1803.108521,13522,6.2,4.8
2017-11-19,Spanish La Liga,Las Palmas,Levante,0,2,A,5,6,19,15,0,3,1580.573975,1634.619263,13393,5.4,5.2
2017-10-30,Spanish La Liga,Las Palmas,La Coruna,1,3,A,5,5,19,18,0,7,1598.743164,1621.294434,13252,5.6,5
2017-10-16,Spanish La Liga,Las Palmas,Celta,2,5,A,11,7,19,13,6,8,1630.907837,1699.92395,13072,5.4,5.2
2017-09-24,Spanish La Liga,Las Palmas,Leganes,0,2,A,3,3,19,17,6,7,1655.585449,1638.439331,12869,5.2,4.2
2017-09-17,Spanish La Liga,Las Palmas,Ath Bilbao,1,0,H,3,5,19,16,3,8,1648.009644,1801.377808,12766,5.6,4.6
2017-09-04,Spanish La Liga,Las Palmas,Betis,4,1,H,6,5,14,15,6,4,1627.185547,1652.649536,12671,6.6,4.4
2017-08-26,Spanish La Liga,Las Palmas,Ath Madrid,1,5,A,4,6,19,2,0,11,1633.068481,1948.200317,12637,6,4.8
2017-07-01,Spanish La Liga,Las Palmas,Sp Gijon,1,0,H,10,2,14,18,5,3,1633.749268,1625.675293,12477,5.8,4.6
2017-05-14,Spanish La Liga,Las Palmas,Barcelona,1,4,A,5,5,14,2,1,15,1645.004028,2012.408936,12361,5.8,4.8
2017-05-03,Spanish La Liga,Las Palmas,Osasuna,5,2,H,8,4,14,19,1,0,1653.749023,1549.237793,12261,6.2,4.2
2017-04-29,Spanish La Liga,Las Palmas,Ath Madrid,0,5,A,3,7,14,3,4,10,1661.322266,1951.387817,12202,6,3.8
2017-04-23,Spanish La Liga,Las Palmas,Alaves,1,1,D,3,5,14,9,6,6,1677.609863,1675.458252,12168,6.2,3
2017-03-17,Spanish La Liga,Las Palmas,Villarreal,1,0,H,10,3,14,5,4,12,1680.98999,1780.342773,11945,6.2,2.2
2017-03-12,Spanish La Liga,Las Palmas,Betis,1,0,H,7,2,19,6,1,5,1683.406982,1664.71228,11934,5,2.2
2017-02-24,Spanish La Liga,Las Palmas,Sociedad,0,1,A,7,2,14,6,4,9,1671.969727,1759.177368,11867,5.2,3
2017-01-30,Spanish La Liga,Las Palmas,Valencia,3,1,H,4,3,14,12,5,8,1694.665405,1712.272583,11759,5.4,3
2017-01-20,Spanish La Liga,Las Palmas,La Coruna,1,1,D,3,1,14,16,5,8,1697.984741,1670.618774,11674,4.8,3.6
2016-11-28,Spanish La Liga,Las Palmas,Ath Bilbao,3,1,H,4,3,14,7,5,8,1691.752441,1793.206787,11420,4.8,4
2016-10-30,Spanish La Liga,Las Palmas,Celta,3,3,D,8,6,14,13,3,12,1712.771729,1767.148682,11262,5.2,5.6
2016-10-14,Spanish La Liga,Las Palmas,Espanol,0,0,D,8,2,14,8,5,5,1724.95459,1685.317871,11122,4,4.8
2016-10-12,Spanish La Liga,Las Palmas,Leganes,1,1,D,1,6,14,17,8,4,1724.95459,1663.631226,11100,4.4,4.8
2016-10-01,Spanish La Liga,Las Palmas,Malaga,1,1,D,3,3,11,8,7,13,1725.901001,1722.570557,11044,4.6,4.2
2016-09-24,Spanish La Liga,Las Palmas,Real Madrid,2,2,D,6,11,14,1,9,13,1716.06604,2069.053223,11006,5.2,4.6
2016-09-17,Spanish La Liga,Las Palmas,Malaga,1,0,H,2,2,14,11,7,5,1719.176514,1727.11792,10910,5.8,3.4
2016-08-28,Spanish La Liga,Las Palmas,Granada,5,1,H,10,2,14,20,7,7,1715.613403,1684.247803,10848,6.2,3.4
2016-08-05,Spanish La Liga,Las Palmas,Ath Bilbao,0,0,D,2,3,11,5,7,10,1706.095947,1846.062988,10736,5.4,3.8
2016-05-11,Spanish La Liga,Las Palmas,Eibar,1,0,H,6,5,14,10,4,8,1712.177612,1670.098633,10530,5.6,4.8
2016-04-22,Spanish La Liga,Las Palmas,Espanol,4,0,H,9,5,11,13,10,5,1705.74292,1688.926514,10413,5.6,4.6
2016-04-16,Spanish La Liga,Las Palmas,Sp Gijon,1,1,D,4,2,11,17,12,4,1715.952759,1652.621704,10354,4.8,4
2016-03-13,Spanish La Liga,Las Palmas,Real Madrid,1,2,A,6,4,11,2,9,10,1679.874023,2026.895264,10252,4.6,4.6
2016-02-20,Spanish La Liga,Las Palmas,Barcelona,1,2,A,3,8,11,1,3,15,1637.178223,2074.383301,10099,4.4,4.2
2016-02-04,Spanish La Liga,Las Palmas,Valencia,2,1,H,6,4,11,12,12,3,1639.515747,1766.702759,9986,4.6,3.4
2016-01-31,Spanish La Liga,Las Palmas,Celta,2,1,H,5,2,11,6,5,3,1630.600342,1744.04187,9933,4.2,3
2016-01-17,Spanish La Liga,Las Palmas,Ath Madrid,0,3,A,3,5,11,3,8,12,1642.429077,1944.043701,9844,4.2,3.6
2016-01-03,Spanish La Liga,Las Palmas,Getafe,4,0,H,5,2,11,19,6,0,1636.491089,1651.167114,9765,4,2.6
2015-12-30,Spanish La Liga,Las Palmas,Granada,4,1,H,4,4,11,16,4,7,1625.618896,1631.713135,9759,3.8,2.8
2015-12-12,Spanish La Liga,Las Palmas,Betis,1,0,H,4,2,11,10,4,7,1622.567017,1689.153442,9653,3.4,3.2
2015-11-28,Spanish La Liga,Las Palmas,La Coruna,0,2,A,5,5,11,15,5,6,1649.001709,1692.589111,9556,3,3.2
2015-10-25,Spanish La Liga,Las Palmas,Villarreal,0,0,D,2,0,11,4,3,9,1637.38562,1787.658203,9385,2.8,3.4
2015-09-23,Spanish La Liga,Las Palmas,Sevilla,2,0,H,4,3,11,7,2,5,1654.171143,1883.562256,9202,3.2,4.2
2015-09-20,Spanish La Liga,Las Palmas,Vallecano,0,1,A,2,6,11,18,2,4,1663.206665,1681.233154,9153,2.6,4.6
2015-08-30,Spanish La Liga,Las Palmas,Levante,0,0,D,2,2,11,20,0,2,1663.82666,1677.641724,9046,3.6,4.2
2015-06-11,Spanish La Liga,Las Palmas,Sociedad,2,0,H,4,6,11,9,1,4,1651.864014,1747.863525,8774,3.8,5
2015-03-10,Spanish La Liga,Las Palmas,Eibar,0,2,A,4,4,11,14,5,6,1638.970581,1633.824951,8301,3.6,4
2020-12-07,Spanish La Liga,Leganes,Valencia,1,0,H,1,5,18,9,5,4,1638.237915,1713.776611,21495,3.2,3.6
2020-07-19,Spanish La Liga,Leganes,Real Madrid,2,2,D,7,4,18,1,10,15,1658.358032,1926.799316,20710,4.2,3.4
2020-06-30,Spanish La Liga,Leganes,Sevilla,0,3,A,3,6,18,4,2,7,1627.131836,1798.945068,20505,3,3
2020-06-22,Spanish La Liga,Leganes,Granada,0,0,D,3,1,18,7,5,6,1633.377319,1681.244385,20414,3.4,2
2020-06-13,Spanish La Liga,Leganes,Valladolid,1,2,A,2,2,18,13,5,4,1644.686035,1638.84375,20309,3.2,2.6
2020-02-29,Spanish La Liga,Leganes,Alaves,1,1,D,6,4,18,16,5,7,1627.536499,1678.406982,19986,3.8,2.8
2020-02-16,Spanish La Liga,Leganes,Betis,0,0,D,1,2,18,15,5,5,1636.935303,1700.719116,19867,3.4,3.4
2020-02-02,Spanish La Liga,Leganes,Sociedad,2,1,H,5,1,18,6,6,7,1635.627197,1746.157593,19762,4.6,3.6
2020-01-17,Spanish La Liga,Leganes,Getafe,0,3,A,2,4,18,8,8,9,1640.494385,1768.411255,19547,4.4,4.6
2019-12-22,Spanish La Liga,Leganes,Espanol,2,0,H,5,3,18,20,5,2,1628.438477,1651.137451,19381,4.6,4
2019-12-05,Spanish La Liga,Leganes,Espanol,0,2,A,4,7,13,7,5,9,1615.462769,1665.438843,19152,4.4,3.6
2019-12-01,Spanish La Liga,Leganes,Huesca,1,0,H,7,3,13,19,6,4,1618.145264,1616.889893,19128,4.2,2.6
2019-11-23,Spanish La Liga,Leganes,Barcelona,1,2,A,4,6,18,2,4,12,1620.479736,1967.357056,19023,3.6,2.8
2019-10-26,Spanish La Liga,Leganes,Mallorca,1,0,H,3,1,18,19,2,6,1624.682983,1586.150635,18810,3.6,2.4
2019-10-02,Spanish La Liga,Leganes,Betis,3,0,H,4,1,13,10,7,6,1634.403564,1677.185303,18625,3.4,2.6
2019-09-25,Spanish La Liga,Leganes,Ath Bilbao,1,1,D,3,2,18,11,1,11,1638.992188,1748.495605,18513,4.2,3.2
2019-09-14,Spanish La Liga,Leganes,Villarreal,0,3,A,4,4,18,5,0,6,1648.155273,1720.381958,18389,5.6,3.2
2019-08-25,Spanish La Liga,Leganes,Ath Madrid,0,1,A,4,4,18,3,4,8,1658.376099,1880.660156,18262,5,2.8
2019-08-17,Spanish La Liga,Leganes,Osasuna,0,1,A,2,2,18,10,4,4,1668.766846,1639.58667,18202,4.4,2.4
2019-08-12,Spanish La Liga,Leganes,Celta,3,2,H,8,4,18,17,1,4,1668.509033,1678.72998,18194,4.4,3.2
2019-05-10,Spanish La Liga,Leganes,Levante,1,2,A,10,2,18,12,2,5,1688.832642,1669.998657,17918,3.2,2.6
2019-04-27,Spanish La Liga,Leganes,Celta,0,0,D,1,2,13,17,5,8,1679.002197,1676.227783,17804,1.8,3
2019-04-24,Spanish La Liga,Leganes,Ath Bilbao,0,1,A,1,2,13,8,8,9,1687.919922,1731.829834,17777,2.2,3.4
2019-04-15,Spanish La Liga,Leganes,Real Madrid,1,1,D,2,6,13,3,7,12,1688.382202,1889.869263,17676,3,3.8
2019-04-04,Spanish La Liga,Leganes,Valladolid,1,0,H,2,1,13,16,7,4,1679.461548,1608.771362,17523,3.8,2.8
2019-04-03,Spanish La Liga,Leganes,Levante,1,0,H,3,4,13,15,8,4,1679.461548,1668.987061,17520,4,3
2019-03-16,Spanish La Liga,Leganes,Girona,0,2,A,3,4,13,18,7,7,1676.02002,1666.91333,17398,4.2,2.6
2019-03-11,Spanish La Liga,Leganes,Eibar,1,2,A,5,4,18,14,3,7,1682.256714,1730.640625,17336,4.8,2.2
2019-02-24,Spanish La Liga,Leganes,Valencia,1,1,D,6,1,13,4,7,9,1683.139771,1798.539185,17168,3.8,2.6
2019-01-26,Spanish La Liga,Leganes,Eibar,2,2,D,3,2,13,12,5,6,1664.024902,1718.618652,16804,3.8,3.4
2018-12-23,Spanish La Liga,Leganes,Sevilla,1,1,D,4,2,13,6,9,11,1664.611084,1806.335815,16539,3.8,3.6
2018-11-23,Spanish La Liga,Leganes,Alaves,1,0,H,6,2,13,11,6,12,1645.161377,1748.268433,16205,4,4.4
2018-10-02,Spanish La Liga,Leganes,Eibar,0,1,A,0,6,17,9,8,8,1628.972046,1703.54541,15806,3.8,4.4
2018-09-26,Spanish La Liga,Leganes,Barcelona,2,1,H,6,5,13,1,1,13,1617.612061,2027.751831,15704,4.2,3.8
2018-09-16,Spanish La Liga,Leganes,Villarreal,0,1,A,3,3,13,14,4,5,1629.113037,1739.506226,15600,3.8,3.8
2018-08-24,Spanish La Liga,Leganes,Sociedad,2,2,D,5,6,13,9,3,9,1629.278564,1741.843018,15472,4,3.6
2018-07-12,Spanish La Liga,Leganes,Getafe,1,1,D,5,2,13,5,8,8,1633.434692,1719.92627,15388,3.6,4
2018-07-05,Spanish La Liga,Leganes,Levante,0,3,A,2,3,17,15,4,12,1633.434692,1693.472778,15366,2.6,4.2
2018-07-01,Spanish La Liga,Leganes,Sociedad,1,0,H,4,5,17,12,4,5,1633.434692,1730.286499,15335,3.6,4
2018-06-10,Spanish La Liga,Leganes,Vallecano,1,0,H,4,2,13,20,3,5,1633.434692,1607.790405,15317,4,3.8
2018-05-19,Spanish La Liga,Leganes,Betis,3,2,H,3,8,17,6,1,8,1622.150879,1730.651367,15254,3.8,4.2
2018-04-20,Spanish La Liga,Leganes,La Coruna,0,0,D,0,3,17,18,6,8,1640.159546,1594.437378,14963,3.8,2.8
2018-04-14,Spanish La Liga,Leganes,Celta,1,0,H,7,2,17,13,6,8,1636.474731,1720.38147,14857,4.2,2.4
2018-03-18,Spanish La Liga,Leganes,Sevilla,2,1,H,6,4,17,7,4,9,1636.28186,1762.607788,14660,3.4,3.4
2018-03-11,Spanish La Liga,Leganes,Ath Madrid,1,1,D,3,4,13,2,7,11,1636.983521,1945.844971,14579,3.4,3.4
2018-03-03,Spanish La Liga,Leganes,Malaga,2,0,H,3,1,17,20,1,0,1629.549683,1594.196777,14517,3,2.8
2018-02-24,Spanish La Liga,Leganes,Las Palmas,0,0,D,2,1,17,19,4,7,1636.256958,1566.5802,14394,3,3
2018-02-21,Spanish La Liga,Leganes,Real Madrid,1,3,A,3,7,17,3,5,13,1645.496826,2002.515259,14373,4,4.2
2018-01-28,Spanish La Liga,Leganes,Espanol,3,2,H,6,4,17,11,5,8,1652.524048,1683.624268,14126,4.2,3
2018-01-04,Spanish La Liga,Leganes,Valencia,0,1,A,1,1,17,4,7,13,1648.353027,1768.406372,13853,3.6,2.6
